
1	10.0026	5594	1.70	1.79	3.23	95	2.14
1	10.0019	5322	1.70	1.88	3.55	95	2.30
1	10.0019	4798	1.70	2.08	3.29	95	2.48
1	10.0006	5015	1.70	1.99	3.11	95	2.30
1	10.0019	4850	1.82	2.06	3.09	95	2.39
